,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[167, 143, 104, 366]","[154, 157, 95, 374]","[175, 136, 88, 381]","[151, 160, 74, 395]","[166, 145, 94, 375]","[154, 156, 90, 379]",[1602 1502  913 3778],[1592 1512  909 3782],[1599 1505  897 3794],[1602 1502  900 3791],[1603 1501  893 3798]
1,50,0.75,"[162, 148, 100, 370]","[151, 160, 92, 377]","[179, 132, 90, 379]","[150, 161, 78, 391]","[172, 139, 96, 373]","[157, 153, 93, 376]",[1607 1497  925 3766],[1607 1497  916 3775],[1619 1485  925 3766],[1605 1499  921 3770],[1610 1494  912 3779]
2,50,1.0,"[165, 145, 102, 368]","[149, 162, 96, 373]","[175, 136, 90, 379]","[148, 163, 82, 387]","[174, 137, 101, 368]","[160, 150, 96, 373]",[1619 1485  933 3758],[1605 1499  934 3757],[1615 1489  912 3779],[1618 1486  939 3752],[1618 1486  936 3755]
3,100,0.5,"[164, 146, 101, 369]","[154, 157, 92, 377]","[180, 131, 92, 377]","[149, 162, 83, 386]","[169, 142, 100, 369]","[158, 152, 93, 376]",[1621 1483  935 3756],[1615 1489  925 3766],[1608 1496  914 3777],[1612 1492  936 3755],[1620 1484  926 3765]
4,100,0.75,"[164, 146, 104, 366]","[154, 157, 93, 376]","[179, 132, 93, 376]","[154, 157, 82, 387]","[172, 139, 95, 374]","[163, 147, 99, 370]",[1635 1469  935 3756],[1641 1463  941 3750],[1640 1464  922 3769],[1624 1480  946 3745],[1620 1484  930 3761]
5,100,1.0,"[170, 140, 103, 367]","[153, 158, 95, 374]","[176, 135, 96, 373]","[157, 154, 84, 385]","[173, 138, 96, 373]","[163, 147, 98, 371]",[1646 1458  945 3746],[1649 1455  952 3739],[1629 1475  941 3750],[1650 1454  940 3751],[1627 1477  945 3746]
6,150,0.5,"[163, 147, 101, 369]","[155, 156, 96, 373]","[178, 133, 91, 378]","[154, 157, 82, 387]","[170, 141, 99, 370]","[160, 150, 97, 372]",[1628 1476  933 3758],[1631 1473  935 3756],[1635 1469  941 3750],[1636 1468  940 3751],[1627 1477  928 3763]
7,150,0.75,"[166, 144, 102, 368]","[154, 157, 91, 378]","[179, 132, 95, 374]","[158, 153, 82, 387]","[172, 139, 98, 371]","[163, 147, 99, 370]",[1642 1462  941 3750],[1644 1460  952 3739],[1644 1460  940 3751],[1633 1471  940 3751],[1636 1468  934 3757]
8,150,1.0,"[167, 143, 103, 367]","[154, 157, 96, 373]","[177, 134, 96, 373]","[158, 153, 84, 385]","[172, 139, 98, 371]","[165, 145, 101, 368]",[1645 1459  954 3737],[1641 1463  958 3733],[1653 1451  939 3752],[1644 1460  951 3740],[1648 1456  951 3740]
