,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[156, 154, 106, 364]",0.6871840923669019,0.712591238588351,0.8049030057557024,0.7559202299222438
1,0.0001,100,"[164, 146, 106, 364]",0.6871071199486851,0.7138040526187466,0.8014069494777234,0.7550689570281853
2,0.0001,150,"[165, 145, 106, 364]",0.687132777421424,0.7137884670876196,0.8015348539756981,0.7551121269159604
3,0.001,50,"[162, 148, 105, 365]",0.6889288005131495,0.7131456342812682,0.8081858878703899,0.7576921489405961
4,0.001,100,"[161, 149, 102, 368]",0.6879794740218088,0.7125045785136359,0.8072479215519079,0.7569213139417892
5,0.001,150,"[162, 148, 101, 369]",0.688749198203977,0.7130346559322163,0.8079727137070986,0.757540441055857
6,0.01,50,"[139, 171, 83, 387]",0.6744579858883899,0.6899037950046136,0.8338520571306759,0.7550754254147496
7,0.01,100,"[139, 171, 80, 390]",0.6745349583066067,0.6901516634007552,0.8332978043061182,0.7549972781082791
8,0.01,150,"[137, 173, 78, 392]",0.6744066709429121,0.6899610256573607,0.8335109784694094,0.7549717190601888
